#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=webanno.custom.Errors_Ftes_Fataux|Erros


#Text=Apprenants polonophones du FLE
#Text=−
#Text=−
#Text=−
#Text=−
#Text=−
#Text=−
#Text=−
#Text=−
#Text=
#Text=Participant 21: Patrycya (FR_L2_POL_21)
#Text=Langue maternelle : polonais
#Text=Langue parlée avec parents, frères, sœurs, conjoint : polonais
#Text=Age : 22
#Text=Sexe : Féminin
#Text=Niveau d’études : Licence (L2)
#Text=Autres langues apprises : anglais, français
#Text=Séjours à l’étranger de longue durée (plus de 3 mois) : Non
#Text=
#Text=XXX Patrycya
#Text=
#Text=Pensez-vous que tous les musées devraient être gratuits ?
1-69	310-315	durée	_	_	_	
1-70	316-317	(	_	_	_	
1-71	317-321	plus	_	_	_	
1-72	322-324	de	_	_	_	
1-73	325-326	3	_	_	_	
1-74	327-331	mois	_	_	_	
1-75	331-332	)	_	_	_	
1-76	333-334	:	_	_	_	
1-77	335-338	Non	_	_	_	
1-78	340-343	XXX	_	_	_	
1-79	344-352	Patrycya	_	_	_	
1-80	354-365	Pensez-vous	_	_	_	
1-81	366-369	que	_	_	_	
1-82	370-374	tous	_	_	_	
1-83	375-378	les	_	_	_	
1-84	379-385	musées	_	_	_	
1-85	386-395	devraient	_	_	_	
1-86	396-400	être	_	_	_	
1-87	401-409	gratuits	_	_	_	
1-88	410-411	?	_	_	_	

#Text=Les musées sont très importants pour tous les gents.
2-1	413-416	Les	*	ADE	_	
2-2	417-423	musées	*	NOM	_	
2-3	424-428	sont	*	VSC	_	
2-4	429-433	très	*	ADV	_	
2-5	434-444	importants	*	ADJ	_	
2-6	445-449	pour	*	PES	_	
2-7	450-454	tous	*	DEI	_	
2-8	455-458	les	*	ADE	_	
2-9	459-464	gents	*	NOM	LINS	
2-10	464-465	.	*	PUP	_	

#Text=On n’a pas beaucoup du temps pour les visiter
#Text=souvent et parfois les expositions qui se semblent d’être très intéressantes, sont tout simplement
#Text=trop chères.
3-1	466-468	On	*	POI	_	
3-2	469-470	n	*	ADV	_	
3-3	470-471	’	*	SYM	_	
3-4	471-472	a	*	VSC	_	
3-5	473-476	pas	*	ADV	_	
3-6	477-485	beaucoup	*	ADV	_	
3-7	486-488	du	*	APA	GCLA	
3-8	489-494	temps	*	NOM	_	
3-9	495-499	pour	*	PES	_	
3-10	500-503	les	*	ADE	_	
3-11	504-511	visiter	*	VSI	_	
3-12	512-519	souvent	*	ADV	SRED	
3-13	520-522	et	*	COC	_	
3-14	523-530	parfois	*	ADV	_	
3-15	531-534	les	*	ADE	_	
3-16	535-546	expositions	*	NOM	_	
3-17	547-550	qui	*	POR	_	
3-18	551-553	se	*	POF	SINS	
3-19	554-562	semblent	*	VSC	_	
3-20	563-564	d	*	PES	SINS	
3-21	564-565	’	*	SYM	SINS	
3-22	565-569	être	*	VSI	_	
3-23	570-574	très	*	ADV	_	
3-24	575-588	intéressantes	*	ADJ	_	
3-25	588-589	,	*	PUV	PRED	
3-26	590-594	sont	*	VSC	_	
3-27	595-599	tout	*	ADV	_	
3-28	600-610	simplement	*	ADV	_	
3-29	611-615	trop	*	ADV	_	
3-30	616-622	chères	*	ADJ	_	
3-31	622-623	.	*	PUP	_	

#Text=Je vais essayer de trouver les pour et les contre à la question si « tous les musées
#Text=devraient être gratuits ».
4-1	624-626	Je	*	POO	_	
4-2	627-631	vais	*	VSC	_	
4-3	632-639	essayer	*	VSI	_	
4-4	640-642	de	*	PES	_	
4-5	643-650	trouver	*	VSI	_	
4-6	651-654	les	*	ADE	_	
4-7	655-659	pour	*	AVL	_	
4-8	660-662	et	*	COC	_	
4-9	663-666	les	*	ADE	_	
4-10	667-673	contre	*	AVL	_	
4-11	674-675	à	*	PES	_	
4-12	676-678	la	*	ADE	_	
4-13	679-687	question	*	NOM	_	
4-14	688-690	si	*	COS	SINS	
4-15	691-692	«	*	PUL	PMIS	
4-16	693-697	tous	*	DEI	_	
4-17	698-701	les	*	ADE	_	
4-18	702-708	musées	*	NOM	_	
4-19	709-718	devraient	*	VSC	_	
4-20	719-723	être	*	VSI	_	
4-21	724-732	gratuits	*	ADJ	_	
4-22	733-734	»	*	PUL	PMIS	
4-23	734-735	.	*	PUP	_	

#Text=D’abord, pour moi, ça pourrait être super bon et tout simplement parfait si tous les musées étaient
#Text=gratuits, parce qu’on aura la possibilité de voir toutes les expositions etc.
5-1	736-737	D	*	PES	_	
5-2	737-738	’	*	SYM	_	
5-3	738-743	abord	*	ADV	_	
5-4	743-744	,	*	PUV	_	
5-5	745-749	pour	*	PES	_	
5-6	750-753	moi	*	POO	_	
5-7	753-754	,	*	PUV	_	
5-8	755-757	ça	*	POD	_	
5-9	758-766	pourrait	*	VSC	_	
5-10	767-771	être	*	VSI	_	
5-11	772-777	super	*	ADV	_	
5-12	778-781	bon	*	ADJ	GCLA	
5-13	782-784	et	*	COC	_	
5-14	785-789	tout	*	ADV	_	
5-15	790-800	simplement	*	ADV	_	
5-16	801-808	parfait	*	ADJ	_	
5-17	809-811	si	*	COS	_	
5-18	812-816	tous	*	DEI	_	
5-19	817-820	les	*	ADE	_	
5-20	821-827	musées	*	NOM	_	
5-21	828-835	étaient	*	VSC	_	
5-22	836-844	gratuits	*	ADJ	_	
5-23	844-845	,	*	PUV	_	
5-24	846-851	parce	COL	*	_	
5-25	852-854	qu	*	COL	_	
5-26	854-855	’	*	SYM	_	
5-27	855-857	on	*	POI	_	
5-28	858-862	aura	*	VSC	GMOD	
5-29	863-865	la	*	ADE	_	
5-30	866-877	possibilité	*	NOM	_	
5-31	878-880	de	*	PES	_	
5-32	881-885	voir	*	VSI	_	
5-33	886-892	toutes	*	DEI	_	
5-34	893-896	les	*	ADE	_	
5-35	897-908	expositions	*	NOM	_	
5-36	909-912	etc	AVL	*	PMIS	
5-37	912-913	.	*	PUP	_	

#Text=Mais bien sûr s’il avait cette
#Text=possibilité beaucoup de personnes ne trouveraient pas du temps pour y aller.
6-1	914-918	Mais	*	COC	_	
6-2	919-923	bien	*	ADV	_	
6-3	924-927	sûr	*	ADV	_	
6-4	928-929	s	*	COS	_	
6-5	929-930	’	*	SYM	_	
6-6	930-932	il	*	POS	_	
6-7	933-938	avait	*	VSC	SMIS	
6-8	939-944	cette	*	DED	_	
6-9	945-956	possibilité	*	NOM	_	
6-10	957-965	beaucoup	*	ADV	PMIS	
6-11	966-968	de	*	PES	_	
6-12	969-978	personnes	*	NOM	_	
6-13	979-981	ne	*	ADV	_	
6-14	982-994	trouveraient	*	VSC	_	
6-15	995-998	pas	*	ADV	_	
6-16	999-1001	du	*	APA	GCLA	
6-17	1002-1007	temps	*	NOM	_	
6-18	1008-1012	pour	*	PES	_	
6-19	1013-1014	y	*	POF	_	
6-20	1015-1020	aller	*	VSI	_	
6-21	1020-1021	.	*	PUP	_	

#Text=Je peux dire ça parce
#Text=que c’est moi qui peut être un bon exemple de faire come ça.
7-1	1022-1024	Je	*	POO	_	
7-2	1025-1029	peux	*	VSC	_	
7-3	1030-1034	dire	*	VSI	_	
7-4	1035-1037	ça	*	POD	_	
7-5	1038-1043	parce	*	COL	_	
7-6	1044-1047	que	*	COL	_	
7-7	1048-1049	c	*	POD	_	
7-8	1049-1050	’	*	SYM	_	
7-9	1050-1053	est	*	VSC	_	
7-10	1054-1057	moi	*	POO	_	
7-11	1058-1061	qui	*	POR	_	
7-12	1062-1066	peut	*	VSC	GPER	
7-13	1067-1071	être	*	VSI	_	
7-14	1072-1074	un	*	AIN	_	
7-15	1075-1078	bon	*	ADJ	_	
7-16	1079-1086	exemple	*	NOM	_	
7-17	1087-1089	de	*	PES	SSUB	
7-18	1090-1095	faire	*	VSI	_	
7-19	1096-1100	come	*	ADV	LMIS	
7-20	1101-1103	ça	*	POD	_	
7-21	1103-1104	.	*	PUP	_	

#Text=Quand je trouve quelques expositions
#Text=qui sont gratuites, je pense d’y aller mais en fin je n’y vais pas parce que je trouve les choses plus
#Text=intéressantes à faire.
8-1	1105-1110	Quand	*	COS	_	
8-2	1111-1113	je	*	POO	_	
8-3	1114-1120	trouve	*	VSC	_	
8-4	1121-1129	quelques	*	DEI	_	
8-5	1130-1141	expositions	*	NOM	_	
8-6	1142-1145	qui	*	POR	_	
8-7	1146-1150	sont	*	VSC	_	
8-8	1151-1160	gratuites	*	ADJ	_	
8-9	1160-1161	,	*	PUV	_	
8-10	1162-1164	je	*	POO	_	
8-11	1165-1170	pense	*	VSC	_	
8-12	1171-1172	d	*	PES	SINS	
8-13	1172-1173	’	*	SYM	SINS	
8-14	1173-1174	y	*	POF	_	
8-15	1175-1180	aller	*	VSI	_	
8-16	1181-1185	mais	*	COC	_	
8-17	1186-1188	en	*	PES	GCLA	
8-18	1189-1192	fin	*	NOM	GCLA	
8-19	1193-1195	je	*	POO	_	
8-20	1196-1197	n	*	ADV	_	
8-21	1197-1198	’	*	SYM	_	
8-22	1198-1199	y	*	POF	_	
8-23	1200-1204	vais	*	VSC	_	
8-24	1205-1208	pas	*	ADV	_	
8-25	1209-1214	parce	*	COL	_	
8-26	1215-1218	que	*	COL	_	
8-27	1219-1221	je	*	POO	_	
8-28	1222-1228	trouve	*	VSC	_	
8-29	1229-1232	les	*	ADE	SSUB	
8-30	1233-1239	choses	*	NOM	_	
8-31	1240-1244	plus	*	ADV	_	
8-32	1245-1258	intéressantes	*	ADJ	_	
8-33	1259-1260	à	*	PES	_	
8-34	1261-1266	faire	*	VSI	_	
8-35	1266-1267	.	*	PUP	_	

#Text=D’autre côté, je pense pas que ce soit bien que tous les musées soient gratuits, parce que c’est grâce
#Text=aux expositions (temporaires/permanentes) les musées peuvent gagner de l’argent qu’ils peuvent
#Text=consacrer aux autres expositions ou l’améliorisation du niveau du musée ou tout simplement pour la
#Text=rénovation etc.
9-1	1268-1269	D	*	PES	_	
9-2	1269-1270	’	*	SYM	SMIS	
9-3	1270-1275	autre	*	ADJ	_	
9-4	1276-1280	côté	*	NOM	_	
9-5	1280-1281	,	*	PUV	_	
9-6	1282-1284	je	*	POO	_	
9-7	1285-1290	pense	*	VSC	_	
9-8	1291-1294	pas	*	ADV	_	
9-9	1295-1298	que	*	COS	_	
9-10	1299-1301	ce	*	POD	_	
9-11	1302-1306	soit	*	VSC	_	
9-12	1307-1311	bien	*	ADJ	_	
9-13	1312-1315	que	*	COS	_	
9-14	1316-1320	tous	*	DEI	_	
9-15	1321-1324	les	*	ADE	_	
9-16	1325-1331	musées	*	NOM	_	
9-17	1332-1338	soient	*	VSC	_	
9-18	1339-1347	gratuits	*	ADJ	_	
9-19	1347-1348	,	*	PUV	_	
9-20	1349-1354	parce	*	COL	_	
9-21	1355-1358	que	*	COL	_	
9-22	1359-1360	c	*	POD	_	
9-23	1360-1361	’	*	SYM	_	
9-24	1361-1364	est	*	VSC	_	
9-25	1365-1370	grâce	*	ADV	_	
9-26	1371-1374	aux	*	ACO	_	
9-27	1375-1386	expositions	*	NOM	_	
9-28	1387-1388	(	*	PUA	_	
9-29	1388-1399	temporaires	*	ADJ	_	
9-30	1399-1400	/	*	PUO	_	
9-31	1400-1411	permanentes	*	ADJ	_	
9-32	1411-1412	)	*	PUA	SMIS	
9-33	1413-1416	les	*	ADE	_	
9-34	1417-1423	musées	*	NOM	_	
9-35	1424-1431	peuvent	*	VSC	_	
9-36	1432-1438	gagner	*	VSI	_	
9-37	1439-1441	de	*	PES	_	
9-38	1442-1443	l	*	ADE	_	
9-39	1443-1444	’	*	SYM	_	
9-40	1444-1450	argent	*	NOM	_	
9-41	1451-1453	qu	*	COS	_	
9-42	1453-1454	’	*	SYM	_	
9-43	1454-1457	ils	*	POO	_	
9-44	1458-1465	peuvent	*	VSC	_	
9-45	1466-1475	consacrer	*	VSI	_	
9-46	1476-1479	aux	*	ACO	_	
9-47	1480-1486	autres	*	ADJ	_	
9-48	1487-1498	expositions	*	NOM	_	
9-49	1499-1501	ou	*	COC	SMIS	
9-50	1502-1503	l	*	ADE	_	
9-51	1503-1504	’	*	SYM	_	
9-52	1504-1518	améliorisation	*	NOM	_	
9-53	1519-1521	du	*	ACO	_	
9-54	1522-1528	niveau	*	NOM	_	
9-55	1529-1531	du	*	ACO	_	
9-56	1532-1537	musée	*	NOM	_	
9-57	1538-1540	ou	*	COC	_	
9-58	1541-1545	tout	*	ADV	_	
9-59	1546-1556	simplement	*	ADV	_	
9-60	1557-1561	pour	*	PES	_	
9-61	1562-1564	la	*	ADE	_	
9-62	1565-1575	rénovation	*	NOM	_	
9-63	1576-1579	etc	*	AVL	PMIS	
9-64	1579-1580	.	*	PUP	_	

#Text=Grace à ces choses, on peut admirer tous le temps des nouvelles expositions ou voir
#Text=les musées en meilleure condition.
10-1	1581-1586	Grace	*	ADV	FDIA	
10-2	1587-1588	à	*	PES	_	
10-3	1589-1592	ces	*	DED	_	
10-4	1593-1599	choses	*	NOM	_	
10-5	1599-1600	,	*	PUV	_	
10-6	1601-1603	on	*	POI	_	
10-7	1604-1608	peut	*	VSC	_	
10-8	1609-1616	admirer	*	VSI	SORD	
10-9	1617-1621	tous	*	DEI	GNBR	
10-10	1622-1624	le	*	ADE	_	
10-11	1625-1630	temps	*	NOM	_	
10-12	1631-1634	des	*	AIN	GCLA	
10-13	1635-1644	nouvelles	*	ADJ	_	
10-14	1645-1656	expositions	*	NOM	_	
10-15	1657-1659	ou	*	COC	_	
10-16	1660-1664	voir	*	VSI	_	
10-17	1665-1668	les	*	ADE	_	
10-18	1669-1675	musées	*	NOM	_	
10-19	1676-1678	en	*	PES	_	
10-20	1679-1688	meilleure	*	ADJ	_	
10-21	1689-1698	condition	*	NOM	_	
10-22	1698-1699	.	*	PUP	_	

#Text=En plus, cette solution (des musées gratuits) c’est une idée magnifique pour les enfants parce que
#Text=selon moi, il faut apprendre les choses si tôt que c’est possible.
11-1	1700-1702	En	*	PES	_	
11-2	1703-1707	plus	*	ADV	_	
11-3	1707-1708	,	*	PUV	_	
11-4	1709-1714	cette	*	DED	_	
11-5	1715-1723	solution	*	NOM	_	
11-6	1724-1725	(	*	PUA	_	
11-7	1725-1728	des	*	AIN	_	
11-8	1729-1735	musées	*	NOM	_	
11-9	1736-1744	gratuits	*	ADJ	_	
11-10	1744-1745	)	*	PUA	_	
11-11	1746-1747	c	*	POD	_	
11-12	1747-1748	’	*	SYM	_	
11-13	1748-1751	est	*	VSC	_	
11-14	1752-1755	une	*	AIN	_	
11-15	1756-1760	idée	*	NOM	_	
11-16	1761-1771	magnifique	*	ADJ	_	
11-17	1772-1776	pour	*	PES	_	
11-18	1777-1780	les	*	ADE	_	
11-19	1781-1788	enfants	*	NOM	_	
11-20	1789-1794	parce	*	COL	_	
11-21	1795-1798	que	*	COL	_	
11-22	1799-1804	selon	*	PES	_	
11-23	1805-1808	moi	*	POO	_	
11-24	1808-1809	,	*	PUV	_	
11-25	1810-1812	il	*	POS	_	
11-26	1813-1817	faut	*	VSC	_	
11-27	1818-1827	apprendre	*	VSI	_	
11-28	1828-1831	les	*	ADE	_	
11-29	1832-1838	choses	*	NOM	_	
11-30	1839-1841	si	*	ADV	SSUB	
11-31	1842-1845	tôt	*	ADV	_	
11-32	1846-1849	que	*	COS	_	
11-33	1850-1851	c	*	POD	SINS	
11-34	1851-1852	’	*	SYM	SINS	
11-35	1852-1855	est	*	VSC	_	
11-36	1856-1864	possible	*	ADJ	_	
11-37	1864-1865	.	*	PUP	_	

#Text=On apprend plus de choses en étant
#Text=un enfant parce que nôtre « tête » est claire et ouverte à nouvelles.
12-1	1866-1868	On	*	POI	_	
12-2	1869-1876	apprend	*	VSC	_	
12-3	1877-1881	plus	*	ADV	_	
12-4	1882-1884	de	*	PES	_	
12-5	1885-1891	choses	*	NOM	_	
12-6	1892-1894	en	*	PES	_	
12-7	1895-1900	étant	*	VSG	_	
12-8	1901-1903	un	*	AIN	_	
12-9	1904-1910	enfant	*	NOM	_	
12-10	1911-1916	parce	*	COL	_	
12-11	1917-1920	que	*	COL	_	
12-12	1921-1926	nôtre	*	DEP	GCLA	
12-13	1927-1928	«	*	PUL	_	
12-14	1929-1933	tête	*	NOM	_	
12-15	1934-1935	»	*	PUL	_	
12-16	1936-1939	est	*	VSC	_	
12-17	1940-1946	claire	*	ADJ	_	
12-18	1947-1949	et	*	COC	_	
12-19	1950-1957	ouverte	*	ADJ	_	
12-20	1958-1959	à	*	PES	GNBR	
12-21	1960-1969	nouvelles	*	NOM	SSUB	
12-22	1969-1970	.	*	PUP	_	

#Text=C’est très difficile de trouver les pours et les contres pour répondre à cette question.
13-1	1971-1972	C	*	POD	_	
13-2	1972-1973	’	*	SYM	_	
13-3	1973-1976	est	*	VSC	_	
13-4	1977-1981	très	*	ADV	_	
13-5	1982-1991	difficile	*	ADJ	_	
13-6	1992-1994	de	*	PES	_	
13-7	1995-2002	trouver	*	VSI	_	
13-8	2003-2006	les	*	ADE	_	
13-9	2007-2012	pours	*	NOM	GCLA	
13-10	2013-2015	et	*	COC	_	
13-11	2016-2019	les	*	ADE	_	
13-12	2020-2027	contres	*	NOM	GCLA	
13-13	2028-2032	pour	*	PES	_	
13-14	2033-2041	répondre	*	VSI	_	
13-15	2042-2043	à	*	PES	_	
13-16	2044-2049	cette	*	DED	_	
13-17	2050-2058	question	*	NOM	_	
13-18	2058-2059	.	*	PUP	_	

#Text=Je pense qu’il a
#Text=beaucoup de choses qui peuvent utiles comme les contre ou les pours mais pour moi c’est difficile de
#Text=les trouver ou bien présenter.
14-1	2060-2062	Je	*	POO	_	
14-2	2063-2068	pense	*	VSC	_	
14-3	2069-2071	qu	*	COS	_	
14-4	2071-2072	’	*	SYM	_	
14-5	2072-2074	il	*	POS	_	
14-6	2075-2076	a	*	VSC	SMIS	
14-7	2077-2085	beaucoup	*	ADV	_	
14-8	2086-2088	de	*	PES	_	
14-9	2089-2095	choses	*	NOM	_	
14-10	2096-2099	qui	*	POR	_	
14-11	2100-2107	peuvent	*	VSC	_	
14-12	2108-2114	utiles	*	ADJ	SMIS	
14-13	2115-2120	comme	*	ADV	_	
14-14	2121-2124	les	*	ADE	_	
14-15	2125-2131	contre	*	AVL	_	
14-16	2132-2134	ou	*	COC	_	
14-17	2135-2138	les	*	ADE	_	
14-18	2139-2144	pours	*	AVL	GCLA	
14-19	2145-2149	mais	*	COC	_	
14-20	2150-2154	pour	*	PES	_	
14-21	2155-2158	moi	*	POO	_	
14-22	2159-2160	c	*	POD	_	
14-23	2160-2161	’	*	SYM	_	
14-24	2161-2164	est	*	VSC	_	
14-25	2165-2174	difficile	*	ADJ	_	
14-26	2175-2177	de	*	PES	_	
14-27	2178-2181	les	*	POO	_	
14-28	2182-2189	trouver	*	VSI	_	
14-29	2190-2192	ou	*	COC	_	
14-30	2193-2197	bien	*	ADV	_	
14-31	2198-2207	présenter	*	VSI	SMIS	
14-32	2207-2208	.	*	PUP	_	

#Text=Je suis polonaise mais c’est aussi dur de les trouver en polonais.
15-1	2209-2211	Je	*	POO	_	
15-2	2212-2216	suis	*	VSC	_	
15-3	2217-2226	polonaise	*	ADJ	_	
15-4	2227-2231	mais	*	COC	_	
15-5	2232-2233	c	*	POD	_	
15-6	2233-2234	’	*	SYM	_	
15-7	2234-2237	est	*	VSC	_	
15-8	2238-2243	aussi	*	ADV	_	
15-9	2244-2247	dur	*	ADJ	_	
15-10	2248-2250	de	*	PES	_	
15-11	2251-2254	les	*	POO	_	
15-12	2255-2262	trouver	*	VSI	_	
15-13	2263-2265	en	*	PES	_	
15-14	2266-2274	polonais	*	ADJ	_	
15-15	2274-2275	.	*	PUP	_	

#Text=Mais
#Text=j’ai choisi ce thème, parce qu’il m’a semblé d’être très intéressant.
16-1	2276-2280	Mais	*	COC	_	
16-2	2281-2282	j	*	POO	_	
16-3	2282-2283	’	*	SYM	_	
16-4	2283-2285	ai	*	AUX	_	
16-5	2286-2292	choisi	*	VSC	_	
16-6	2293-2295	ce	*	DED	_	
16-7	2296-2301	thème	*	NOM	_	
16-8	2301-2302	,	*	PUV	_	
16-9	2303-2308	parce	*	COL	_	
16-10	2309-2311	qu	*	COL	_	
16-11	2311-2312	’	*	SYM	_	
16-12	2312-2314	il	*	POO	_	
16-13	2315-2316	m	*	POF	_	
16-14	2316-2317	’	*	SYM	_	
16-15	2317-2318	a	*	AUX	_	
16-16	2319-2325	semblé	*	VSC	_	
16-17	2326-2327	d	*	PES	SINS	
16-18	2327-2328	’	*	SYM	SINS	
16-19	2328-2332	être	*	VSI	_	
16-20	2333-2337	très	*	ADV	_	
16-21	2338-2349	intéressant	*	ADJ	_	
16-22	2349-2350	.	*	PUP	_	
